num__age,num__salary,num__experience,cat__department_Engineering,cat__department_HR,cat__department_Management,cat__department_Marketing,cat__department_Sales,cat__education_Bachelors,cat__education_Masters,cat__education_PhD
0.811544214214574,-1.780544877490318,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.4434672735799736,0.8831559396519756,-0.1219601129979282,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.0709730174772474,-0.6004242623006943,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.09439479261768965,0.07804571531654611,-1.2987682208726732,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.08489256278153143,1.4991008028444675,0.7339003290927956,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.27368214801691076,0.0,1.054847994876817,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.8020419843784158,-0.3392872099837195,1.5897607711835193,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.8020419843784158,1.0889697231847488,-0.9778205550886518,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.3633258257165213,-0.11846178716123472,-0.014977557736587726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.4390499581118479,0.35124819734300866,0.3059701080474337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.3633258257165213,-0.557727606003166,-1.7266984419180351,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.5191914059753002,-1.596851048424939,-0.3359252235206091,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.1840384703173002,-0.13052721687072244,1.054847994876817,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.6088350836749108,-0.6572440184907238,-0.014977557736587726,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.3633258257165213,-1.3705073282934637,1.6967433264448597,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.9011878919141846,-0.10410486111157295,0.4129526633087741,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.618337313511069,-0.7140637746807532,-0.763855444565971,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.6088350836749108,1.1393826426685774,-0.54989033404329,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.09439479261768965,0.6723382763559651,-1.5127333313953542,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.1701189250130162,0.5469606908864434,0.4129526633087741,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.7123983066788052,-1.3304295249561342,-1.1917856656113328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1840384703173002,0.0006960225278146732,0.6269177738314551,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.45296950341613185,0.3731343256532422,-1.5127333313953542,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.632256858815353,1.76921677959641,1.054847994876817,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.7219005365149634,1.6292016766886337,-0.3359252235206091,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.35382359588036305,0.5523854577325696,-1.8336809971793755,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.4434672735799736,-0.6730506667147813,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.5191914059753002,1.671524211134705,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5286936358114585,0.6694388320071735,-1.8336809971793755,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.160616695176858,-0.472942241416727,0.3059701080474337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.09439479261768965,1.6567463980021542,1.1618305501381574,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.9813293397776369,1.0493595721617408,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.17453624048114197,1.555593202414472,-0.8708379998273115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.4295477282756897,0.7286903802316733,1.054847994876817,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.45296950341613185,-0.4354365258081644,0.3059701080474337,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5331109512795842,0.0,-1.1917856656113328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.9813293397776369,0.0,-1.6197158866566947,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5426131811157424,-0.03765146724652618,0.1989875527860932,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.6088350836749108,-0.7777580198913047,0.09200499752475273,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.004751114918079114,1.792038212535286,1.8037258817062,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7219005365149634,1.1288137003649177,-1.5127333313953542,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.160616695176858,1.5299190903582365,-1.4057507761340138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
